Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
6,Ukraine,Ternopil Oblast,2020-06-30,1919,28,1140,1919,28,1140,0.6086503387180824,0.023972602739726026,0.976027397260274,1168,
7,Ukraine,Ternopil Oblast,2020-07-31,2976,39,1770,1808,11,630,0.3545353982300885,0.0171606864274571,0.982839313572543,641,0.006811916312268962
8,Ukraine,Ternopil Oblast,2020-08-31,6014,71,3049,4205,32,1279,0.3117717003567182,0.02440884820747521,0.9755911517925248,1311,-0.007248161780018192
9,Ukraine,Ternopil Oblast,2020-09-30,13514,165,7762,10394,94,4713,0.4624783528959015,0.01955481589348866,0.9804451841065114,4807,0.004854032313986623
10,Ukraine,Ternopil Oblast,2020-10-31,20669,257,15670,12742,92,7908,0.6278449223041909,0.0115,0.9885,8000,0.008054815893488665
11,Ukraine,Ternopil Oblast,2020-11-21,25259,339,19830,9332,82,4160,0.454564937848264,0.01933050447901933,0.9806694955209807,4242,-0.00783050447901934
