Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
6,Russia,Zabaykalsky Krai,2020-06-30,3100,42,2000,3100,42,2000,0.6587096774193548,0.02056807051909892,0.9794319294809011,2042,
7,Russia,Zabaykalsky Krai,2020-07-31,4081,47,3699,2039,5,1699,0.8357037763609613,0.0029342723004694834,0.9970657276995305,1704,0.017633798218629426
8,Russia,Zabaykalsky Krai,2020-08-31,4600,57,4232,854,10,533,0.6358313817330211,0.01841620626151013,0.9815837937384899,543,-0.015481933961040584
9,Russia,Zabaykalsky Krai,2020-09-30,6262,69,4977,1973,12,745,0.3836796756208819,0.015852047556142668,0.9841479524438573,757,0.002564158705367414
10,Russia,Zabaykalsky Krai,2020-10-31,11556,141,8019,6510,72,3042,0.4783410138248848,0.023121387283236993,0.976878612716763,3114,-0.007269339727094315
11,Russia,Zabaykalsky Krai,2020-11-24,17637,279,15827,9477,138,7808,0.8384509865991348,0.017367228794361943,0.9826327712056381,7946,0.005754158488875061
