Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
2,Pakistan,,2020-02-29,4,0,0,4,0,0,0.0,,,0,
3,Pakistan,,2020-03-31,1938,26,76,1938,26,76,0.05263157894736842,0.2549019607843137,0.7450980392156863,102,
4,Pakistan,,2020-04-30,16817,385,4315,16715,359,4239,0.27508226144181874,0.07807742496737712,0.9219225750326229,4598,0.17682453581693658
5,Pakistan,,2020-05-31,69496,1483,25271,64796,1098,20956,0.3403605160812396,0.04978688673256552,0.9502131132674345,22054,0.028290538234811646
6,Pakistan,,2020-06-30,213470,4395,100802,186716,2912,75531,0.42011932560680393,0.03712249658988055,0.9628775034101195,78443,0.012664390142684945
7,Pakistan,,2020-07-31,278305,5951,247177,173108,1556,146375,0.854559003627793,0.01051841737026046,0.9894815826297395,147931,0.026604079219620047
8,Pakistan,,2020-08-31,295849,6294,280682,42721,343,33505,0.7923035509468411,0.010133538170645237,0.9898664618293548,33848,0.0003848791996152734
9,Pakistan,,2020-09-30,312806,6484,297497,25830,190,16815,0.6583430120015485,0.0111731843575419,0.9888268156424581,17005,-0.00103964618689667
10,Pakistan,,2020-10-31,333970,6823,314555,29989,339,17058,0.5801127079929307,0.019486118296257977,0.980513881703742,17397,-0.008312933938716127
11,Pakistan,,2020-11-24,382892,7803,332974,61514,980,18419,0.31535910524433464,0.050518067941646476,0.9494819320583535,19399,-0.031031949645388468
