Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
2,Mexico,,2020-02-29,4,0,0,4,0,0,0.0,,,0,
3,Mexico,,2020-03-31,1094,28,35,1094,28,35,0.05758683729433273,0.4444444444444444,0.5555555555555556,63,
4,Mexico,,2020-04-30,19224,1859,11423,19161,1831,11388,0.6898909242732634,0.13851274680384296,0.861487253196157,13219,0.30593169764060146
5,Mexico,,2020-05-31,90664,9930,63772,77382,8071,52349,0.7808017368380243,0.1335815954981794,0.8664184045018206,60420,0.0049311513056635725
6,Mexico,,2020-06-30,226089,27769,174538,152387,17839,110766,0.8439368187575056,0.1387115586485751,0.8612884413514249,128605,-0.005129963150395711
7,Mexico,,2020-07-31,424637,46688,327115,222330,18919,152577,0.77135789142266,0.11031744180622288,0.8896825581937771,171496,0.028394116842352157
8,Mexico,,2020-08-31,599560,64414,496222,225757,17726,169107,0.8275845267256386,0.09487617283884539,0.9051238271611546,186833,0.01544126896737752
9,Mexico,,2020-09-30,743216,77646,628007,182580,13232,131785,0.7942655274400263,0.09124447478571478,0.9087555252142853,145017,0.003631698053130683
10,Mexico,,2020-10-31,924962,91753,779371,219309,14107,151364,0.7545107587923888,0.08525360939379106,0.914746390606209,165471,0.005990865391923728
11,Mexico,,2020-11-21,1025969,100823,770728,154845,9070,-8643,0.002757596305983403,21.241217798594846,-20.241217798594846,427,-21.155964189201054
