Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
3,Chile,,2020-03-31,2738,12,156,2738,12,156,0.061358655953250546,0.07142857142857142,0.9285714285714286,168,
4,Chile,,2020-04-30,16023,227,8580,15855,215,8424,0.5448754336171555,0.02488713971524482,0.9751128602847552,8639,0.046541431713326586
5,Chile,,2020-05-31,99688,1054,42727,90881,827,34147,0.3848329133702314,0.023646137130439754,0.9763538628695603,34974,0.0012410025848050843
6,Chile,,2020-06-30,279393,5688,241229,235612,4634,198502,0.8621632174931667,0.022812303087586642,0.9771876969124134,203136,0.0008338340428530877
7,Chile,,2020-07-31,355667,9457,328327,108750,3769,87098,0.8355586206896551,0.0414782044086412,0.9585217955913587,90867,-0.018665901321054612
8,Chile,,2020-08-31,411726,11289,383879,73942,1832,55552,0.7760677287603798,0.03192527533807333,0.9680747246619267,57384,0.009552929070567928
9,Chile,,2020-09-30,462991,12741,436589,67823,1452,52710,0.7985786532592188,0.02680846349839371,0.9731915365016063,54162,0.0051168118396796025
10,Chile,,2020-10-31,510256,14207,486642,60926,1466,50053,0.84559957981814,0.02845552126399969,0.9715444787360004,51519,-0.0016470577656059193
11,Chile,,2020-11-25,544092,15138,520180,43243,931,33538,0.7971001086881113,0.027009776900983492,0.9729902230990165,34469,0.0014457443630161437
