Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
2,Estonia,,2020-02-29,1,0,0,1,0,0,0.0,,,0,
3,Estonia,,2020-03-31,745,4,26,745,4,26,0.040268456375838924,0.13333333333333333,0.8666666666666667,30,
4,Estonia,,2020-04-30,1689,52,249,1659,48,223,0.16335141651597349,0.17712177121771217,0.8228782287822878,271,-0.04378843788437892
5,Estonia,,2020-05-31,1869,68,1624,1568,16,1375,0.8871173469387755,0.011502516175413372,0.9884974838245866,1391,0.1656192550422988
6,Estonia,,2020-06-30,1989,69,1829,297,1,205,0.6936026936026936,0.0048543689320388345,0.9951456310679612,206,0.006648147243374591
7,Estonia,,2020-07-31,2064,69,1930,166,0,101,0.608433734939759,0.0,1.0,101,0.004854368932038833
8,Estonia,,2020-08-31,2375,64,2088,376,-5,158,0.40691489361702127,-0.032679738562091505,1.0326797385620916,153,0.03267973856209161
9,Estonia,,2020-09-30,3371,64,2605,1219,0,517,0.42411812961443807,0.0,1.0,517,-0.03267973856209161
10,Estonia,,2020-10-31,4905,73,3811,2236,9,1206,0.5433810375670841,0.007407407407407408,0.9925925925925926,1215,-0.007407407407407418
11,Estonia,,2020-11-27,11323,104,6710,7439,31,2899,0.3938701438365372,0.010580204778156996,0.989419795221843,2930,-0.0031727973707496027
