Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
2,Romania,,2020-02-29,3,0,0,3,0,0,0.0,,,0,
3,Romania,,2020-03-31,2245,82,220,2245,82,220,0.13452115812917595,0.271523178807947,0.7284768211920529,302,
4,Romania,,2020-04-30,12240,717,4017,11938,635,3797,0.3712514659071871,0.14327617328519857,0.8567238267148014,4432,0.12824700552274848
5,Romania,,2020-05-31,19257,1266,13256,14523,549,9239,0.673965434138952,0.056089088680016344,0.9439109113199836,9788,0.08718708460518221
6,Romania,,2020-06-30,26970,1651,19050,12448,385,5794,0.4963849614395887,0.062307816798834764,0.9376921832011652,6179,-0.006218728118818406
7,Romania,,2020-07-31,50886,2343,27007,30185,692,7957,0.28653304621500747,0.08000924962423402,0.9199907503757659,8649,-0.017701432825399266
8,Romania,,2020-08-31,87540,3621,37869,58190,1278,10862,0.20862691184052243,0.10527182866556836,0.8947281713344316,12140,-0.025262579041334332
9,Romania,,2020-09-30,127572,4825,102476,86082,1204,64607,0.7645152296647383,0.01829481393687985,0.9817051860631202,65811,0.08697701472868857
10,Romania,,2020-10-31,241339,6968,172513,134038,2143,70037,0.5385040063265641,0.02968966472707121,0.9703103352729288,72180,-0.011394850790191424
11,Romania,,2020-11-26,449349,10712,323514,269868,3744,151001,0.5734099633895089,0.024194642799444246,0.9758053572005557,154745,0.005495021927626964
