Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
3,Guatemala,,2020-03-31,38,1,12,38,1,12,0.34210526315789475,0.07692307692307693,0.9230769230769231,13,
4,Guatemala,,2020-04-30,599,16,66,586,15,54,0.11774744027303755,0.21739130434782608,0.782608695652174,69,-0.14046822742474918
5,Guatemala,,2020-05-31,5087,108,735,5005,92,669,0.15204795204795205,0.12089356110381078,0.8791064388961892,761,0.09649774324401528
6,Guatemala,,2020-06-30,18096,773,3194,17253,665,2459,0.18106995884773663,0.21286811779769527,0.7871318822023048,3124,-0.09197455669388443
7,Guatemala,,2020-07-31,49789,1924,36816,45822,1151,33622,0.7588712845358125,0.03310039398383804,0.966899606016162,34773,0.1797677238138572
8,Guatemala,,2020-08-31,74074,2760,62068,35334,836,25252,0.7383256919680761,0.03204538485127262,0.9679546151487274,26088,0.0010550091325653987
9,Guatemala,,2020-09-30,91746,3246,80256,26918,486,18188,0.6937365331748273,0.0260254899860769,0.9739745100139231,18674,0.0060198948651957185
10,Guatemala,,2020-10-31,107939,3729,97289,24437,483,17033,0.7167819290420264,0.027574788764558118,0.9724252112354419,17516,-0.0015492987784812007
11,Guatemala,,2020-11-25,119989,4107,108854,18971,378,11565,0.629539823941806,0.031650339110776186,0.9683496608892238,11943,-0.004075550346218093
