Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
3,United Kingdom,Cayman Islands,2020-03-31,14,1,0,14,1,0,0.07142857142857142,1.0,0.0,1,
4,United Kingdom,Cayman Islands,2020-04-30,73,1,10,72,0,10,0.1388888888888889,0.0,1.0,10,1.0
5,United Kingdom,Cayman Islands,2020-05-31,141,1,68,130,0,58,0.4461538461538462,0.0,1.0,58,0.0
6,United Kingdom,Cayman Islands,2020-06-30,200,1,191,131,0,123,0.9389312977099237,0.0,1.0,123,0.0
7,United Kingdom,Cayman Islands,2020-07-31,203,1,202,11,0,11,1.0,0.0,1.0,11,0.0
8,United Kingdom,Cayman Islands,2020-08-31,205,1,202,2,0,0,0.0,,,0,
9,United Kingdom,Cayman Islands,2020-09-30,211,1,208,8,0,6,0.75,0.0,1.0,6,
10,United Kingdom,Cayman Islands,2020-10-31,240,1,221,31,0,13,0.41935483870967744,0.0,1.0,13,0.0
11,United Kingdom,Cayman Islands,2020-11-22,261,2,245,39,1,24,0.6410256410256411,0.04,0.96,25,-0.040000000000000036
